time,kind,y,aaa bond rate*current account (%gdp) ,aaa bond rate*foreign currency reserve(m),"aaa bond rate*government - debt, gross (%gdp) ",aaa bond rate*policy interest rate(m),aaa bond rate*political  risk,ted spread rate*current account (%gdp) ,ted spread rate*foreign currency reserve(m),"ted spread rate*government - debt, gross (%gdp) ",ted spread rate*policy interest rate(m),ted spread rate*political  risk,us cpi inflation rate(m)*current account (%gdp) ,us cpi inflation rate(m)*foreign currency reserve(m),"us cpi inflation rate(m)*government - debt, gross (%gdp) ",us cpi inflation rate(m)*policy interest rate(m),us cpi inflation rate(m)*political  risk,us foreign gross purchases of us domestic securities curn - ec. aggregated*current account (%gdp) ,us foreign gross purchases of us domestic securities curn - ec. aggregated*foreign currency reserve(m),"us foreign gross purchases of us domestic securities curn - ec. aggregated*government - debt, gross (%gdp) ",us foreign gross purchases of us domestic securities curn - ec. aggregated*policy interest rate(m),us foreign gross purchases of us domestic securities curn - ec. aggregated*political  risk,us foreign gross purchases of foreign securities curn - ec. aggregated*current account (%gdp) ,us foreign gross purchases of foreign securities curn - ec. aggregated*foreign currency reserve(m),"us foreign gross purchases of foreign securities curn - ec. aggregated*government - debt, gross (%gdp) ",us foreign gross purchases of foreign securities curn - ec. aggregated*policy interest rate(m),us foreign gross purchases of foreign securities curn - ec. aggregated*political  risk,us investor sentiment*current account (%gdp) ,us investor sentiment*foreign currency reserve(m),"us investor sentiment*government - debt, gross (%gdp) ",us investor sentiment*policy interest rate(m),us investor sentiment*political  risk,us monetary base(m)*current account (%gdp) ,us monetary base(m)*foreign currency reserve(m),"us monetary base(m)*government - debt, gross (%gdp) ",us monetary base(m)*policy interest rate(m),us monetary base(m)*political  risk,vix*current account (%gdp) ,vix*foreign currency reserve(m),"vix*government - debt, gross (%gdp) ",vix*policy interest rate(m),vix*political  risk,carry*current account (%gdp) ,carry*foreign currency reserve(m),"carry*government - debt, gross (%gdp) ",carry*policy interest rate(m),carry*political  risk,current account (%gdp) ,foreign currency reserve(m),"government - debt, gross (%gdp) ",policy interest rate(m),political  risk,carry,Negative,Neutral,Positive,CPI,PPI,ICS,GDP,HourlyWages,CrudeOil,S&P500,Y
2014/7/1,MX,-0.01753361,-0.18130311600000001,0.148693293,0.18513842100000003,0.024501797000000002,0.7434210529999999,-0.18130311600000001,0.148693293,0.18513842100000003,0.024501797000000002,0.7434210529999999,-0.18130311600000001,0.148693293,0.18513842100000003,0.024501797000000002,0.7434210529999999,-0.18130311600000001,0.148693293,0.18513842100000003,0.024501797000000002,0.7434210529999999,-0.18130311600000001,0.148693293,0.18513842100000003,0.024501797000000002,0.7434210529999999,-0.18130311600000001,0.148693293,0.18513842100000003,0.024501797000000002,0.7434210529999999,-0.18130311600000001,0.148693293,0.18513842100000003,0.024501797000000002,0.7434210529999999,-0.18130311600000001,0.148693293,0.18513842100000003,0.024501797000000002,0.7434210529999999,0.18130311600000001,-0.148693293,-0.18513842100000003,-0.024501797000000002,-0.7434210529999999,-0.18130311600000001,0.148693293,0.18513842100000003,0.024501797000000002,0.7434210529999999,-0.0016347999999999998,0.01637037,0.8602962959999999,0.123333333,0.001125485,-0.00144023,-0.008484848,0.016563386,0.0019445789999999999,-0.022036759,0.00668886,0
2014/8/1,MX,0.01429827,-0.147768396,0.14933137800000001,0.18513842100000003,0.024429967,0.7434210529999999,-0.147768396,0.14933137800000001,0.18513842100000003,0.024429967,0.7434210529999999,-0.147768396,0.14933137800000001,0.18513842100000003,0.024429967,0.7434210529999999,-0.147768396,0.14933137800000001,0.18513842100000003,0.024429967,0.7434210529999999,-0.147768396,0.14933137800000001,0.18513842100000003,0.024429967,0.7434210529999999,-0.147768396,0.14933137800000001,0.18513842100000003,0.024429967,0.7434210529999999,-0.147768396,0.14933137800000001,0.18513842100000003,0.024429967,0.7434210529999999,-0.147768396,0.14933137800000001,0.18513842100000003,0.024429967,0.7434210529999999,-0.147768396,0.14933137800000001,0.18513842100000003,0.024429967,0.7434210529999999,-0.147768396,0.14933137800000001,0.18513842100000003,0.024429967,0.7434210529999999,0.014694154,0.01637037,0.8602962959999999,0.123333333,-0.000160001,-0.004807692,0.008557457,0.0,0.0029112079999999998,-0.067024643,-0.007618961,1
2014/9/1,MX,-0.024782897999999998,-0.147768396,0.149327096,0.18410780699999998,0.024449877999999998,0.7434210529999999,-0.147768396,0.149327096,0.18410780699999998,0.024449877999999998,0.7434210529999999,-0.147768396,0.149327096,0.18410780699999998,0.024449877999999998,0.7434210529999999,-0.147768396,0.149327096,0.18410780699999998,0.024449877999999998,0.7434210529999999,-0.147768396,0.149327096,0.18410780699999998,0.024449877999999998,0.7434210529999999,-0.147768396,0.149327096,0.18410780699999998,0.024449877999999998,0.7434210529999999,-0.147768396,0.149327096,0.18410780699999998,0.024449877999999998,0.7434210529999999,-0.147768396,0.149327096,0.18410780699999998,0.024449877999999998,0.7434210529999999,-0.147768396,0.149327096,0.18410780699999998,0.024449877999999998,0.7434210529999999,-0.147768396,0.149327096,0.18410780699999998,0.024449877999999998,0.7434210529999999,0.002368239,0.011142856999999999,0.87825,0.110642857,7.1591e-05,-0.0028985509999999996,0.025454545,0.0,0.0,-0.030524152000000002,0.023789493,0
2014/10/1,MX,-0.0016813179999999998,-0.147768396,0.15031735400000001,0.18410780699999998,0.024360536000000002,0.7434210529999999,-0.147768396,0.15031735400000001,0.18410780699999998,0.024360536000000002,0.7434210529999999,-0.147768396,0.15031735400000001,0.18410780699999998,0.024360536000000002,0.7434210529999999,-0.147768396,0.15031735400000001,0.18410780699999998,0.024360536000000002,0.7434210529999999,-0.147768396,0.15031735400000001,0.18410780699999998,0.024360536000000002,0.7434210529999999,-0.147768396,0.15031735400000001,0.18410780699999998,0.024360536000000002,0.7434210529999999,-0.147768396,0.15031735400000001,0.18410780699999998,0.024360536000000002,0.7434210529999999,-0.147768396,0.15031735400000001,0.18410780699999998,0.024360536000000002,0.7434210529999999,-0.147768396,0.15031735400000001,0.18410780699999998,0.024360536000000002,0.7434210529999999,-0.147768396,0.15031735400000001,0.18410780699999998,0.024360536000000002,0.7434210529999999,0.007130938000000001,0.021192307999999997,0.878269231,0.100615385,-0.00019791400000000002,-0.014534884,0.027186761,0.00723719,0.001451379,-0.128061062,-0.009627390999999999,0
2014/11/1,MX,-0.028544335,-0.037259101,0.15353072199999998,0.18410780699999998,0.024427978,0.7434210529999999,-0.037259101,0.15353072199999998,0.18410780699999998,0.024427978,0.7434210529999999,-0.037259101,0.15353072199999998,0.18410780699999998,0.024427978,0.7434210529999999,-0.037259101,0.15353072199999998,0.18410780699999998,0.024427978,0.7434210529999999,-0.037259101,0.15353072199999998,0.18410780699999998,0.024427978,0.7434210529999999,-0.037259101,0.15353072199999998,0.18410780699999998,0.024427978,0.7434210529999999,-0.037259101,0.15353072199999998,0.18410780699999998,0.024427978,0.7434210529999999,-0.037259101,0.15353072199999998,0.18410780699999998,0.024427978,0.7434210529999999,-0.037259101,0.15353072199999998,0.18410780699999998,0.024427978,0.7434210529999999,-0.037259101,0.15353072199999998,0.18410780699999998,0.024427978,0.7434210529999999,0.014822817,0.021192307999999997,0.878269231,0.100615385,-0.00188266,-0.012291052,0.021864212,0.0,0.0028985509999999996,-0.077082067,0.029016746,0
2014/12/1,MX,-0.056718524000000006,-0.037259101,0.152856973,0.187154442,0.024437927999999998,0.7434210529999999,-0.037259101,0.152856973,0.187154442,0.024437927999999998,0.7434210529999999,-0.037259101,0.152856973,0.187154442,0.024437927999999998,0.7434210529999999,-0.037259101,0.152856973,0.187154442,0.024437927999999998,0.7434210529999999,-0.037259101,0.152856973,0.187154442,0.024437927999999998,0.7434210529999999,-0.037259101,0.152856973,0.187154442,0.024437927999999998,0.7434210529999999,-0.037259101,0.152856973,0.187154442,0.024437927999999998,0.7434210529999999,-0.037259101,0.152856973,0.187154442,0.024437927999999998,0.7434210529999999,-0.037259101,0.152856973,0.187154442,0.024437927999999998,0.7434210529999999,-0.037259101,0.152856973,0.187154442,0.024437927999999998,0.7434210529999999,0.0022567579999999998,0.026666667,0.900041667,0.073291667,-0.0030846090000000003,-0.019412643,0.054054054000000004,0.0,-0.002890173,-0.256619681,-0.013202112,0
2015/1/1,MX,-0.013819759,-0.037259101,0.15319302699999998,0.187154442,0.024429967,0.7434210529999999,-0.037259101,0.15319302699999998,0.187154442,0.024429967,0.7434210529999999,-0.037259101,0.15319302699999998,0.187154442,0.024429967,0.7434210529999999,-0.037259101,0.15319302699999998,0.187154442,0.024429967,0.7434210529999999,-0.037259101,0.15319302699999998,0.187154442,0.024429967,0.7434210529999999,-0.037259101,0.15319302699999998,0.187154442,0.024429967,0.7434210529999999,-0.037259101,0.15319302699999998,0.187154442,0.024429967,0.7434210529999999,-0.037259101,0.15319302699999998,0.187154442,0.024429967,0.7434210529999999,-0.037259101,0.15319302699999998,0.187154442,0.024429967,0.7434210529999999,-0.037259101,0.15319302699999998,0.187154442,0.024429967,0.7434210529999999,0.046353787,0.021541667,0.897625,0.080875,-0.006370316,-0.025380711,0.048076923,0.008598754,0.004830918,-0.218855219,-0.005330636999999999,0
2015/2/1,MX,0.003318458,-0.080487805,0.156026294,0.187154442,0.024529845,0.7434210529999999,-0.080487805,0.156026294,0.187154442,0.024529845,0.7434210529999999,0.080487805,-0.156026294,-0.187154442,-0.024529845,-0.7434210529999999,-0.080487805,0.156026294,0.187154442,0.024529845,0.7434210529999999,-0.080487805,0.156026294,0.187154442,0.024529845,0.7434210529999999,-0.080487805,0.156026294,0.187154442,0.024529845,0.7434210529999999,-0.080487805,0.156026294,0.187154442,0.024529845,0.7434210529999999,-0.080487805,0.156026294,0.187154442,0.024529845,0.7434210529999999,-0.080487805,0.156026294,0.187154442,0.024529845,0.7434210529999999,-0.080487805,0.156026294,0.187154442,0.024529845,0.7434210529999999,0.0006598789999999999,0.021541667,0.897625,0.080875,0.002534644,-0.0046875,-0.027522936,0.0,0.0,0.215063521,0.049037067999999996,1
2015/3/1,MX,-0.016332998,-0.080487805,0.156762071,0.189220131,0.024648755,0.7434210529999999,-0.080487805,0.156762071,0.189220131,0.024648755,0.7434210529999999,0.080487805,-0.156762071,-0.189220131,-0.024648755,-0.7434210529999999,-0.080487805,0.156762071,0.189220131,0.024648755,0.7434210529999999,-0.080487805,0.156762071,0.189220131,0.024648755,0.7434210529999999,-0.080487805,0.156762071,0.189220131,0.024648755,0.7434210529999999,-0.080487805,0.156762071,0.189220131,0.024648755,0.7434210529999999,-0.080487805,0.156762071,0.189220131,0.024648755,0.7434210529999999,-0.080487805,0.156762071,0.189220131,0.024648755,0.7434210529999999,-0.080487805,0.156762071,0.189220131,0.024648755,0.7434210529999999,0.0041094040000000005,0.029541667,0.8769583329999999,0.093541667,0.0026939520000000003,0.002093145,-0.025157232999999998,0.0,0.003846154,-0.16672890199999998,-0.000399977,0
2015/4/1,MX,-0.006285621999999999,-0.080487805,0.157151509,0.189220131,0.024576063,0.7434210529999999,-0.080487805,0.157151509,0.189220131,0.024576063,0.7434210529999999,0.080487805,-0.157151509,-0.189220131,-0.024576063,-0.7434210529999999,-0.080487805,0.157151509,0.189220131,0.024576063,0.7434210529999999,-0.080487805,0.157151509,0.189220131,0.024576063,0.7434210529999999,-0.080487805,0.157151509,0.189220131,0.024576063,0.7434210529999999,-0.080487805,0.157151509,0.189220131,0.024576063,0.7434210529999999,-0.080487805,0.157151509,0.189220131,0.024576063,0.7434210529999999,0.080487805,-0.157151509,-0.189220131,-0.024576063,-0.7434210529999999,-0.080487805,0.157151509,0.189220131,0.024576063,0.7434210529999999,-0.043219359000000006,0.027190476,0.8930476190000001,0.07985714299999999,0.001042479,-0.0031331590000000004,0.031182796000000002,0.012229802,0.0014367820000000002,0.311897827,0.00350088,0
2015/5/1,MX,-0.00183333,-0.142226582,0.157885641,0.189220131,0.024088646000000002,0.7434210529999999,-0.142226582,0.157885641,0.189220131,0.024088646000000002,0.7434210529999999,0.142226582,-0.157885641,-0.189220131,-0.024088646000000002,-0.7434210529999999,-0.142226582,0.157885641,0.189220131,0.024088646000000002,0.7434210529999999,-0.142226582,0.157885641,0.189220131,0.024088646000000002,0.7434210529999999,-0.142226582,0.157885641,0.189220131,0.024088646000000002,0.7434210529999999,-0.142226582,0.157885641,0.189220131,0.024088646000000002,0.7434210529999999,-0.142226582,0.157885641,0.189220131,0.024088646000000002,0.7434210529999999,0.142226582,-0.157885641,-0.189220131,-0.024088646000000002,-0.7434210529999999,-0.142226582,0.157885641,0.189220131,0.024088646000000002,0.7434210529999999,-0.018393253000000002,0.027190476,0.8930476190000001,0.07985714299999999,0.003297745,0.013095862,-0.054223149000000005,0.0,0.003825921,0.020153715,0.0075372619999999994,0
2015/6/1,MX,-0.014957732,-0.142226582,0.15671716,0.196650608,0.024211121000000002,0.683648714,-0.142226582,0.15671716,0.196650608,0.024211121000000002,0.683648714,0.142226582,-0.15671716,-0.196650608,-0.024211121000000002,-0.683648714,-0.142226582,0.15671716,0.196650608,0.024211121000000002,0.683648714,-0.142226582,0.15671716,0.196650608,0.024211121000000002,0.683648714,-0.142226582,0.15671716,0.196650608,0.024211121000000002,0.683648714,-0.142226582,0.15671716,0.196650608,0.024211121000000002,0.683648714,-0.142226582,0.15671716,0.196650608,0.024211121000000002,0.683648714,0.142226582,-0.15671716,-0.196650608,-0.024211121000000002,-0.683648714,-0.142226582,0.15671716,0.196650608,0.024211121000000002,0.683648714,-0.000439693,0.026619048,0.9010476190000001,0.072380952,0.0027679209999999996,0.007238883000000001,0.059536935,0.0,0.000952835,0.002678721,-0.010500647,0
2015/7/1,MX,-0.018508663999999998,-0.142226582,0.15531837699999998,0.196650608,0.024133215,0.683648714,-0.142226582,0.15531837699999998,0.196650608,0.024133215,0.683648714,-0.142226582,0.15531837699999998,0.196650608,0.024133215,0.683648714,-0.142226582,0.15531837699999998,0.196650608,0.024133215,0.683648714,-0.142226582,0.15531837699999998,0.196650608,0.024133215,0.683648714,-0.142226582,0.15531837699999998,0.196650608,0.024133215,0.683648714,-0.142226582,0.15531837699999998,0.196650608,0.024133215,0.683648714,-0.142226582,0.15531837699999998,0.196650608,0.024133215,0.683648714,-0.142226582,0.15531837699999998,0.196650608,0.024133215,0.683648714,-0.142226582,0.15531837699999998,0.196650608,0.024133215,0.683648714,0.007282091,0.02547619,0.894095238,0.08047619,0.00158632,-0.004620123,-0.031217482,0.006796031,0.000951928,-0.185673735,0.003870678,0
2015/8/1,MX,-0.043940056,-0.159429682,0.15456050300000002,0.196650608,0.024258106,0.683648714,-0.159429682,0.15456050300000002,0.196650608,0.024258106,0.683648714,-0.159429682,0.15456050300000002,0.196650608,0.024258106,0.683648714,-0.159429682,0.15456050300000002,0.196650608,0.024258106,0.683648714,-0.159429682,0.15456050300000002,0.196650608,0.024258106,0.683648714,-0.159429682,0.15456050300000002,0.196650608,0.024258106,0.683648714,-0.159429682,0.15456050300000002,0.196650608,0.024258106,0.683648714,-0.159429682,0.15456050300000002,0.196650608,0.024258106,0.683648714,-0.159429682,0.15456050300000002,0.196650608,0.024258106,0.683648714,-0.159429682,0.15456050300000002,0.196650608,0.024258106,0.683648714,0.008187352,0.02547619,0.894095238,0.08047619,-4.20108e-06,-0.010314595,-0.012889366000000001,0.0,0.002377556,-0.14025015400000002,-0.0029072440000000002,0
2015/9/1,MX,-0.007688769,-0.159429682,0.148918716,0.198859455,0.024420024,0.683648714,-0.159429682,0.148918716,0.198859455,0.024420024,0.683648714,-0.159429682,0.148918716,0.198859455,0.024420024,0.683648714,-0.159429682,0.148918716,0.198859455,0.024420024,0.683648714,-0.159429682,0.148918716,0.198859455,0.024420024,0.683648714,-0.159429682,0.148918716,0.198859455,0.024420024,0.683648714,-0.159429682,0.148918716,0.198859455,0.024420024,0.683648714,-0.159429682,0.148918716,0.198859455,0.024420024,0.683648714,-0.159429682,0.148918716,0.198859455,0.024420024,0.683648714,-0.159429682,0.148918716,0.198859455,0.024420024,0.683648714,0.013133229,0.026590909,0.9002272729999999,0.073272727,-0.002247588,-0.014590933,-0.051142546,0.0,0.00142315,0.11924636300000001,-0.053385587000000005,0
2015/10/1,MX,0.027573675,-0.159429682,0.143829331,0.198859455,0.024447885,0.683648714,-0.159429682,0.143829331,0.198859455,0.024447885,0.683648714,0.159429682,-0.143829331,-0.198859455,-0.024447885,-0.683648714,-0.159429682,0.143829331,0.198859455,0.024447885,0.683648714,-0.159429682,0.143829331,0.198859455,0.024447885,0.683648714,-0.159429682,0.143829331,0.198859455,0.024447885,0.683648714,-0.159429682,0.143829331,0.198859455,0.024447885,0.683648714,-0.159429682,0.143829331,0.198859455,0.024447885,0.683648714,0.159429682,-0.143829331,-0.198859455,-0.024447885,-0.683648714,-0.159429682,0.143829331,0.198859455,0.024447885,0.683648714,-0.02268215,0.024285714,0.907809524,0.068,0.000989482,-0.008461132,0.032110092,0.001710213,0.003789673,-0.021308332000000003,0.050321650999999995,1
2015/11/1,MX,-0.002396583,-0.135902637,0.140545824,0.198859455,0.024258106,0.683648714,-0.135902637,0.140545824,0.198859455,0.024258106,0.683648714,-0.135902637,0.140545824,0.198859455,0.024258106,0.683648714,-0.135902637,0.140545824,0.198859455,0.024258106,0.683648714,-0.135902637,0.140545824,0.198859455,0.024258106,0.683648714,-0.135902637,0.140545824,0.198859455,0.024258106,0.683648714,-0.135902637,0.140545824,0.198859455,0.024258106,0.683648714,-0.135902637,0.140545824,0.198859455,0.024258106,0.683648714,-0.135902637,0.140545824,0.198859455,0.024258106,0.683648714,-0.135902637,0.140545824,0.198859455,0.024258106,0.683648714,0.03569772,0.024285714,0.907809524,0.068,0.001194617,-0.0096,0.014444443999999999,0.0,0.000471921,-0.092532114,-0.017777002,0
2015/12/1,MX,-0.037216025,-0.135902637,0.137899128,0.2069761,0.024291497999999998,0.683648714,-0.135902637,0.137899128,0.2069761,0.024291497999999998,0.683648714,-0.135902637,0.137899128,0.2069761,0.024291497999999998,0.683648714,-0.135902637,0.137899128,0.2069761,0.024291497999999998,0.683648714,-0.135902637,0.137899128,0.2069761,0.024291497999999998,0.683648714,-0.135902637,0.137899128,0.2069761,0.024291497999999998,0.683648714,-0.135902637,0.137899128,0.2069761,0.024291497999999998,0.683648714,-0.135902637,0.137899128,0.2069761,0.024291497999999998,0.683648714,0.135902637,-0.137899128,-0.2069761,-0.024291497999999998,-0.683648714,-0.135902637,0.137899128,0.2069761,0.024291497999999998,0.683648714,-0.025186824,0.017727273,0.903727273,0.078545455,-0.001075553,-0.011847065,0.014238773,0.0,0.0018867920000000002,-0.147072937,0.009682556,0
2016/1/1,MX,-0.048383895,-0.135902637,0.141944461,0.2069761,0.026311527999999997,0.683648714,-0.135902637,0.141944461,0.2069761,0.026311527999999997,0.683648714,-0.135902637,0.141944461,0.2069761,0.026311527999999997,0.683648714,-0.135902637,0.141944461,0.2069761,0.026311527999999997,0.683648714,-0.135902637,0.141944461,0.2069761,0.026311527999999997,0.683648714,-0.135902637,0.141944461,0.2069761,0.026311527999999997,0.683648714,-0.135902637,0.141944461,0.2069761,0.026311527999999997,0.683648714,-0.135902637,0.141944461,0.2069761,0.026311527999999997,0.683648714,0.135902637,-0.141944461,-0.2069761,-0.026311527999999997,-0.683648714,-0.135902637,0.141944461,0.2069761,0.026311527999999997,0.683648714,-0.007199252,0.0106,0.90295,0.0864,0.00027759,-0.004904632,-0.006479482,0.004970563,0.003295669,-0.090857947,-0.091709451,0
2016/2/1,MX,0.006450649,-0.12213333300000001,0.139002381,0.2069761,0.026485209,0.683648714,-0.12213333300000001,0.139002381,0.2069761,0.026485209,0.683648714,-0.12213333300000001,0.139002381,0.2069761,0.026485209,0.683648714,-0.12213333300000001,0.139002381,0.2069761,0.026485209,0.683648714,-0.12213333300000001,0.139002381,0.2069761,0.026485209,0.683648714,-0.12213333300000001,0.139002381,0.2069761,0.026485209,0.683648714,-0.12213333300000001,0.139002381,0.2069761,0.026485209,0.683648714,-0.12213333300000001,0.139002381,0.2069761,0.026485209,0.683648714,-0.12213333300000001,0.139002381,0.2069761,0.026485209,0.683648714,-0.12213333300000001,0.139002381,0.2069761,0.026485209,0.683648714,0.00636197,0.0106,0.90295,0.0864,-0.0013160829999999998,-0.007119387,-0.00326087,0.0,0.00140779,-0.10117574300000001,0.006707563000000001,1
2016/3/1,MX,0.05664285,-0.12213333300000001,0.14175869300000002,0.209656573,0.030364372,0.683648714,-0.12213333300000001,0.14175869300000002,0.209656573,0.030364372,0.683648714,-0.12213333300000001,0.14175869300000002,0.209656573,0.030364372,0.683648714,-0.12213333300000001,0.14175869300000002,0.209656573,0.030364372,0.683648714,-0.12213333300000001,0.14175869300000002,0.209656573,0.030364372,0.683648714,-0.12213333300000001,0.14175869300000002,0.209656573,0.030364372,0.683648714,-0.12213333300000001,0.14175869300000002,0.209656573,0.030364372,0.683648714,-0.12213333300000001,0.14175869300000002,0.209656573,0.030364372,0.683648714,0.12213333300000001,-0.14175869300000002,-0.209656573,-0.030364372,-0.683648714,-0.12213333300000001,0.14175869300000002,0.209656573,0.030364372,0.683648714,-0.018266113,0.0195,0.902772727,0.077727273,0.0020040920000000003,0.004412576,-0.007633588,0.0,0.002811621,0.322891566,0.069445773,1
2016/4/1,MX,0.0032930240000000003,-0.12213333300000001,0.14252559199999998,0.209656573,0.030040856,0.683648714,-0.12213333300000001,0.14252559199999998,0.209656573,0.030040856,0.683648714,-0.12213333300000001,0.14252559199999998,0.209656573,0.030040856,0.683648714,-0.12213333300000001,0.14252559199999998,0.209656573,0.030040856,0.683648714,-0.12213333300000001,0.14252559199999998,0.209656573,0.030040856,0.683648714,-0.12213333300000001,0.14252559199999998,0.209656573,0.030040856,0.683648714,-0.12213333300000001,0.14252559199999998,0.209656573,0.030040856,0.683648714,-0.12213333300000001,0.14252559199999998,0.209656573,0.030040856,0.683648714,0.12213333300000001,-0.14252559199999998,-0.209656573,-0.030040856,-0.683648714,-0.12213333300000001,0.14252559199999998,0.209656573,0.030040856,0.683648714,-0.011624863000000001,0.013727273,0.892636364,0.093636364,0.0035505690000000004,0.006040637,-0.021978022000000003,0.010073061,0.002336449,0.178506375,0.03350891,1
2016/5/1,MX,-0.068644971,-0.18990384600000002,0.144840813,0.209656573,0.029978416,0.683648714,-0.18990384600000002,0.144840813,0.209656573,0.029978416,0.683648714,-0.18990384600000002,0.144840813,0.209656573,0.029978416,0.683648714,-0.18990384600000002,0.144840813,0.209656573,0.029978416,0.683648714,-0.18990384600000002,0.144840813,0.209656573,0.029978416,0.683648714,-0.18990384600000002,0.144840813,0.209656573,0.029978416,0.683648714,-0.18990384600000002,0.144840813,0.209656573,0.029978416,0.683648714,-0.18990384600000002,0.144840813,0.209656573,0.029978416,0.683648714,0.18990384600000002,-0.144840813,-0.209656573,-0.029978416,-0.683648714,-0.18990384600000002,0.144840813,0.209656573,0.029978416,0.683648714,-0.010146730999999999,0.013727273,0.892636364,0.093636364,0.00253313,0.011462881999999999,0.064044944,0.0,0.000932401,0.053654228,-0.013598068,0
2016/6/1,MX,0.001121368,-0.18990384600000002,0.14275360199999998,0.21538038,0.030168946000000002,0.691544715,-0.18990384600000002,0.14275360199999998,0.21538038,0.030168946000000002,0.691544715,-0.18990384600000002,0.14275360199999998,0.21538038,0.030168946000000002,0.691544715,-0.18990384600000002,0.14275360199999998,0.21538038,0.030168946000000002,0.691544715,-0.18990384600000002,0.14275360199999998,0.21538038,0.030168946000000002,0.691544715,-0.18990384600000002,0.14275360199999998,0.21538038,0.030168946000000002,0.691544715,-0.18990384600000002,0.14275360199999998,0.21538038,0.030168946000000002,0.691544715,-0.18990384600000002,0.14275360199999998,0.21538038,0.030168946000000002,0.691544715,0.18990384600000002,-0.14275360199999998,-0.21538038,-0.030168946000000002,-0.691544715,-0.18990384600000002,0.14275360199999998,0.21538038,0.030168946000000002,0.691544715,-0.021638602000000003,0.019428571000000002,0.876761905,0.103761905,0.002940194,0.012412303999999999,-0.012671595,0.0,0.0027945970000000002,0.004191115,0.002341986,1
2016/7/1,MX,-0.01259449,-0.18990384600000002,0.14089923099999999,0.21538038,0.033706083,0.691544715,-0.18990384600000002,0.14089923099999999,0.21538038,0.033706083,0.691544715,-0.18990384600000002,0.14089923099999999,0.21538038,0.033706083,0.691544715,-0.18990384600000002,0.14089923099999999,0.21538038,0.033706083,0.691544715,-0.18990384600000002,0.14089923099999999,0.21538038,0.033706083,0.691544715,-0.18990384600000002,0.14089923099999999,0.21538038,0.033706083,0.691544715,-0.18990384600000002,0.14089923099999999,0.21538038,0.033706083,0.691544715,-0.18990384600000002,0.14089923099999999,0.21538038,0.033706083,0.691544715,-0.18990384600000002,0.14089923099999999,0.21538038,0.033706083,0.691544715,-0.18990384600000002,0.14089923099999999,0.21538038,0.033706083,0.691544715,0.008745652,0.027173912999999997,0.881869565,0.09091304300000001,-0.000137418,0.0005330490000000001,-0.037433155,0.008852389,0.002322341,-0.12562604300000002,0.045899145,0
2016/8/1,MX,-0.003823132,-0.117125525,0.141678943,0.21538038,0.033743549,0.691544715,-0.117125525,0.141678943,0.21538038,0.033743549,0.691544715,-0.117125525,0.141678943,0.21538038,0.033743549,0.691544715,-0.117125525,0.141678943,0.21538038,0.033743549,0.691544715,-0.117125525,0.141678943,0.21538038,0.033743549,0.691544715,-0.117125525,0.141678943,0.21538038,0.033743549,0.691544715,-0.117125525,0.141678943,0.21538038,0.033743549,0.691544715,-0.117125525,0.141678943,0.21538038,0.033743549,0.691544715,0.117125525,-0.141678943,-0.21538038,-0.033743549,-0.691544715,-0.117125525,0.141678943,0.21538038,0.033743549,0.691544715,-0.000285648,0.027173912999999997,0.881869565,0.09091304300000001,0.002015734,-0.005860415999999999,-0.0022222220000000003,0.0,0.0013901760000000001,0.091169451,0.010878815,0
2016/9/1,MX,-0.022487241,-0.117125525,0.140723281,0.214285714,0.034029946,0.691544715,-0.117125525,0.140723281,0.214285714,0.034029946,0.691544715,-0.117125525,0.140723281,0.214285714,0.034029946,0.691544715,-0.117125525,0.140723281,0.214285714,0.034029946,0.691544715,-0.117125525,0.140723281,0.214285714,0.034029946,0.691544715,-0.117125525,0.140723281,0.214285714,0.034029946,0.691544715,-0.117125525,0.140723281,0.214285714,0.034029946,0.691544715,-0.117125525,0.140723281,0.214285714,0.034029946,0.691544715,0.117125525,-0.140723281,-0.214285714,-0.034029946,-0.691544715,-0.117125525,0.140723281,0.214285714,0.034029946,0.691544715,-0.006782781,0.025304347999999997,0.891434783,0.083217391,0.0019659589999999998,0.001607717,0.015590200000000002,0.0,0.001388246,-0.008530184,-0.012341523,0
2016/10/1,MX,0.032158441,-0.117125525,0.142691997,0.214285714,0.038164872,0.691544715,-0.117125525,0.142691997,0.214285714,0.038164872,0.691544715,-0.117125525,0.142691997,0.214285714,0.038164872,0.691544715,-0.117125525,0.142691997,0.214285714,0.038164872,0.691544715,-0.117125525,0.142691997,0.214285714,0.038164872,0.691544715,-0.117125525,0.142691997,0.214285714,0.038164872,0.691544715,-0.117125525,0.142691997,0.214285714,0.038164872,0.691544715,-0.117125525,0.142691997,0.214285714,0.038164872,0.691544715,0.117125525,-0.142691997,-0.214285714,-0.038164872,-0.691544715,-0.117125525,0.142691997,0.214285714,0.038164872,0.691544715,-0.0015226789999999999,0.025304347999999997,0.891434783,0.083217391,0.002376923,-0.001070091,-0.043859649,0.01122241,0.002772643,0.11074343699999999,-0.01393364,1
